name_age,time,overall_place,sex_place,sex_div_place,div,net_time,city_state_country,state_country,country,city,city_country,ag_time,bq,date,marathon,midd,year
Thomas O'Grady (M33),2:35:35,6,NA,6 / 2,M30-34,2:35:34,"Slingerlands, NY, USA",NA,NA,NA,NA,2:35:34,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Brad Lewis (M31),2:38:57,7,NA,7 / 3,M30-34,2:38:55,"Troy, NY, USA",NA,NA,NA,NA,2:38:55,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Steven Monteleone (M29),2:40:54,8,NA,8 / 4,M25-29,2:40:53,"Morristown, NJ, USA",NA,NA,NA,NA,2:40:53,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Britt Kern (M30),2:45:37,10,NA,9 / 4,M30-34,2:45:35,"Arlington, VA, USA",NA,NA,NA,NA,2:45:35,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Ben Feidner (M35),2:47:18,11,NA,10 / 1,M35-39,2:47:15,"Geneva, NY, USA",NA,NA,NA,NA,2:47:15,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Nathaniel Kollias (M29),2:48:14,12,NA,11 / 5,M25-29,2:48:12,"Ithaca, NY, USA",NA,NA,NA,NA,2:48:12,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Ethan Seltzer (M20),2:49:16,13,NA,12 / 2,M0-24,2:49:14,"Manalapan, NJ, USA",NA,NA,NA,NA,2:47:07,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Collin Wainwright (M23),2:49:31,14,NA,13 / 3,M0-24,2:49:27,"Springfield, PA, USA",NA,NA,NA,NA,2:49:27,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Christopher Watson (M19),2:50:22,15,NA,14 / 4,M0-24,2:50:15,"Redmond, WA, USA",NA,NA,NA,NA,2:46:04,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Robert Madej (M50),2:50:52,17,NA,15 / 1,M50-54,2:50:52,"Toronto, ON, Canada",NA,NA,NA,NA,2:33:02,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Jeremy Hassett (M24),2:51:43,18,NA,16 / 5,M0-24,2:51:42,"Newark, NY, USA",NA,NA,NA,NA,2:51:42,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Shawn Wiler (M24),2:52:05,19,NA,17 / 6,M0-24,2:52:04,"Columbus, PA, USA",NA,NA,NA,NA,2:52:04,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Robert Brink (M33),2:52:44,20,NA,18 / 5,M30-34,2:52:31,"Westport, CT, USA",NA,NA,NA,NA,2:52:31,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Liam Finlay (M26),2:53:05,21,NA,19 / 6,M25-29,2:53:03,"Hamilton, ON, Canada",NA,NA,NA,NA,2:53:03,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Steven Hall (M45),2:53:21,22,NA,20 / 1,M45-49,2:53:20,"Morrisville, PA, USA",NA,NA,NA,NA,2:42:12,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Paul Bojczuk (M44),2:53:39,23,NA,21 / 1,M40-44,2:53:22,"Harleysville, PA, USA",NA,NA,NA,NA,2:43:38,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Paul Davis (M39),2:53:33,24,NA,22 / 2,M35-39,2:53:28,"Reading, PA, USA",NA,NA,NA,NA,2:50:41,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Trevor Uyemura (M34),2:53:45,25,NA,23 / 6,M30-34,2:53:37,"Vienna, VA, USA",NA,NA,NA,NA,2:53:37,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Robbie Jenkins (M34),2:54:00,26,NA,24 / 7,M30-34,2:53:52,"Ridgeley, WV, USA",NA,NA,NA,NA,2:53:52,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Colin Gillerman (M29),2:54:01,27,NA,25 / 7,M25-29,2:53:57,"New York, NY, USA",NA,NA,NA,NA,2:53:57,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Dave Weston (M47),2:54:13,28,NA,26 / 2,M45-49,2:54:08,"Bentonville, AR, USA",NA,NA,NA,NA,2:40:10,BQ,2018-09-30,Wineglass Marathon,539180930,2018
James Brady (M51),2:54:20,29,NA,27 / 2,M50-54,2:54:18,"Carthage, NY, USA",NA,NA,NA,NA,2:34:43,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Jamie Hospers (M25),2:55:23,30,NA,28 / 8,M25-29,2:55:22,"Washington, DC, USA",NA,NA,NA,NA,2:55:22,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Chris Hearne (M30),2:55:50,31,NA,29 / 8,M30-34,2:55:47,"New York, NY, USA",NA,NA,NA,NA,2:55:47,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Michael Brickner (M41),2:57:26,32,NA,30 / 2,M40-44,2:57:19,"Brainerd, MN, USA",NA,NA,NA,NA,2:51:37,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Louis Schiavone (M26),2:58:20,33,NA,31 / 9,M25-29,2:58:15,"Ijamsville, MD, USA",NA,NA,NA,NA,2:58:15,BQ,2018-09-30,Wineglass Marathon,539180930,2018
John Morse (M32),3:02:15,34,NA,32 / 9,M30-34,2:58:16,"Washington, DC, USA",NA,NA,NA,NA,2:58:16,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Justin Keefer (M27),2:58:27,35,NA,33 / 10,M25-29,2:58:21,"Adamstown, PA, USA",NA,NA,NA,NA,2:58:21,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Sebastian Bauco (M21),2:58:30,36,NA,34 / 7,M0-24,2:58:23,"Horseheads, NY, USA",NA,NA,NA,NA,2:57:34,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Thomas Smith (M51),2:58:37,37,NA,35 / 3,M50-54,2:58:31,"Wethersfield, CT, USA",NA,NA,NA,NA,2:38:28,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Drew Hendrickson (M32),2:59:06,38,NA,36 / 10,M30-34,2:58:58,"Brooklyn, NY, USA",NA,NA,NA,NA,2:58:58,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Carter Humphrey (M25),2:59:13,39,NA,37 / 11,M25-29,2:59:13,"Yorktown Heights, NY, USA",NA,NA,NA,NA,2:59:13,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Nathaniel Diamond (M20),2:59:30,40,NA,38 / 8,M0-24,2:59:23,"Ithaca, NY, USA",NA,NA,NA,NA,2:57:08,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Ben Brash (M31),2:59:44,41,NA,39 / 11,M30-34,2:59:33,"New York, NY, USA",NA,NA,NA,NA,2:59:33,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Joseph Bylebyl (M30),2:59:40,42,NA,40 / 12,M30-34,2:59:34,"New York, NY, USA",NA,NA,NA,NA,2:59:34,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Illya Tarasenko (M41),2:59:54,43,NA,41 / 3,M40-44,2:59:49,"Brooklyn, NY, USA",NA,NA,NA,NA,2:54:02,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Todd Piquette (M42),3:00:37,44,NA,42 / 4,M40-44,3:00:31,"Orleans, ON, Canada",NA,NA,NA,NA,2:53:16,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Bob Massaglia (M46),3:01:08,45,NA,43 / 3,M45-49,3:00:59,"Oxford, PA, USA",NA,NA,NA,NA,2:47:54,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Adam Lang (M25),3:01:32,47,NA,44 / 12,M25-29,3:01:28,"Delhi, NY, USA",NA,NA,NA,NA,3:01:28,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Steven Imbriaco (M42),3:01:52,48,NA,45 / 5,M40-44,3:01:48,"Selkirk, NY, USA",NA,NA,NA,NA,2:54:30,BQ,2018-09-30,Wineglass Marathon,539180930,2018
David Augustine (M39),3:02:06,49,NA,46 / 3,M35-39,3:02:01,"Alexandria, VA, USA",NA,NA,NA,NA,2:59:06,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Peter Guza (M37),3:02:36,50,NA,47 / 4,M35-39,3:02:29,"North Andover, MA, USA",NA,NA,NA,NA,3:01:45,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Tyler Eckhoff (M31),3:03:34,52,NA,48 / 13,M30-34,3:03:32,"Alexandria, VA, USA",NA,NA,NA,NA,3:03:32,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Tyler Sutton (M24),3:04:30,53,NA,49 / 9,M0-24,3:04:28,"Philadelphia, PA, USA",NA,NA,NA,NA,3:04:28,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Kevin Ashton (M39),3:04:47,54,NA,50 / 5,M35-39,3:04:45,"Corning, NY, USA",NA,NA,NA,NA,3:01:47,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Jason Belt (M34),3:05:06,55,NA,51 / 14,M30-34,3:04:58,"Ithaca, NY, USA",NA,NA,NA,NA,3:04:58,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Travis Lockwood (M37),3:05:03,56,NA,52 / 6,M35-39,3:04:59,"Syracuse, NY, USA",NA,NA,NA,NA,3:04:14,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Max Lavoie (M35),3:05:16,57,NA,53 / 7,M35-39,3:05:04,"London, ON, Canada",NA,NA,NA,NA,3:05:04,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Mark Rivero (M36),3:05:26,58,NA,54 / 8,M35-39,3:05:15,"Buffalo, NY, USA",NA,NA,NA,NA,3:05:03,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Chris Roggie (M40),3:05:35,59,NA,55 / 6,M40-44,3:05:28,"Castorland, NY, USA",NA,NA,NA,NA,3:00:59,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Joseph Parry (M23),3:07:06,61,NA,56 / 10,M0-24,3:06:17,"Ithaca, NY, USA",NA,NA,NA,NA,3:06:17, ,2018-09-30,Wineglass Marathon,539180930,2018
Christopher Hauger (M28),3:06:43,62,NA,57 / 13,M25-29,3:06:31,"Baltimore, MD, USA",NA,NA,NA,NA,3:06:31, ,2018-09-30,Wineglass Marathon,539180930,2018
Zachary Myers (M25),3:07:12,63,NA,58 / 14,M25-29,3:07:02,"Norwich, NY, USA",NA,NA,NA,NA,3:07:02, ,2018-09-30,Wineglass Marathon,539180930,2018
Derek Moser (M25),3:07:15,64,NA,59 / 15,M25-29,3:07:08,"Copenhagen, NY, USA",NA,NA,NA,NA,3:07:08, ,2018-09-30,Wineglass Marathon,539180930,2018
Brian Morgan (M36),3:07:23,65,NA,60 / 9,M35-39,3:07:14,"Brooklyn, NY, USA",NA,NA,NA,NA,3:07:02,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Richard Rapine (M46),3:07:22,66,NA,61 / 4,M45-49,3:07:14,"Alexandria, VA, USA",NA,NA,NA,NA,2:53:42,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Ryan Bloom (M31),3:07:22,67,NA,62 / 15,M30-34,3:07:17,"Boston, MA, USA",NA,NA,NA,NA,3:07:17, ,2018-09-30,Wineglass Marathon,539180930,2018
Brendan McGinn (M39),3:07:40,68,NA,63 / 10,M35-39,3:07:26,"Fayetteville, NY, USA",NA,NA,NA,NA,3:04:26,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Blaine Keister (M41),3:07:35,69,NA,64 / 7,M40-44,3:07:28,"Matawan, NJ, USA",NA,NA,NA,NA,3:01:26,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Mikhail Petrovskikh (M47),3:07:49,70,NA,65 / 5,M45-49,3:07:41,"Lutherville Timonium, MD, USA",NA,NA,NA,NA,2:52:37,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Josh Goldberg (M44),3:08:01,71,NA,66 / 8,M40-44,3:07:57,"Ashburn, VA, USA",NA,NA,NA,NA,2:57:24,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Zachary Dodge (M29),3:08:27,72,NA,67 / 16,M25-29,3:08:01,"Ogdensburg, NY, USA",NA,NA,NA,NA,3:08:01, ,2018-09-30,Wineglass Marathon,539180930,2018
Rob Gallagher (M52),3:08:19,73,NA,68 / 4,M50-54,3:08:10,"Quakertown, PA, USA",NA,NA,NA,NA,2:45:31,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Joseph Evins (M38),3:08:58,75,NA,69 / 11,M35-39,3:08:51,"Huntersville, NC, USA",NA,NA,NA,NA,3:07:09,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Christopher Ault (M39),3:09:53,77,NA,70 / 12,M35-39,3:09:27,"Parish, NY, USA",NA,NA,NA,NA,3:06:25,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Jeremy Gan (M28),3:10:02,79,NA,71 / 17,M25-29,3:09:48,"New York, NY, USA",NA,NA,NA,NA,3:09:48, ,2018-09-30,Wineglass Marathon,539180930,2018
Brad Kelley (M42),3:09:53,80,NA,72 / 9,M40-44,3:09:49,"Mc Donald, PA, USA",NA,NA,NA,NA,3:02:12,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Robert Young (M37),3:09:57,81,NA,73 / 13,M35-39,3:09:53,"Arlington, VA, USA",NA,NA,NA,NA,3:09:07,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Kostya Grabovskyy (M42),3:10:26,82,NA,74 / 10,M40-44,3:10:21,"Ashburn, VA, USA",NA,NA,NA,NA,3:02:43,BQ,2018-09-30,Wineglass Marathon,539180930,2018
John Weidner (M55),3:10:42,83,NA,75 / 1,M55-59,3:10:29,"Annandale, NJ, USA",NA,NA,NA,NA,2:42:58,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Matthew Moersfelder (M38),3:10:42,84,NA,76 / 14,M35-39,3:10:29,"Seattle, WA, USA",NA,NA,NA,NA,3:08:46, ,2018-09-30,Wineglass Marathon,539180930,2018
Daniel Minzner (M51),3:10:42,85,NA,77 / 5,M50-54,3:10:34,"Pittstown, NJ, USA",NA,NA,NA,NA,2:49:09,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Brian Lee (M45),3:10:44,86,NA,78 / 6,M45-49,3:10:40,"Ithaca, NY, USA",NA,NA,NA,NA,2:58:25,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Jim McKeon (M53),3:11:34,88,NA,79 / 6,M50-54,3:11:30,"Mooresville, NC, USA",NA,NA,NA,NA,2:46:55,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Mike Conn (M50),3:12:08,90,NA,80 / 7,M50-54,3:11:51,"Rochester, NY, USA",NA,NA,NA,NA,2:51:50,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Nate Lull (M33),3:12:06,91,NA,81 / 16,M30-34,3:12:00,"Gilbertsville, NY, USA",NA,NA,NA,NA,3:12:00, ,2018-09-30,Wineglass Marathon,539180930,2018
Alex Egan (M34),3:12:05,92,NA,82 / 17,M30-34,3:12:02,"New York, NY, USA",NA,NA,NA,NA,3:12:02, ,2018-09-30,Wineglass Marathon,539180930,2018
Todd Votapka (M55),3:12:19,94,NA,83 / 2,M55-59,3:12:10,"Binghamton, NY, USA",NA,NA,NA,NA,2:44:25,BQ,2018-09-30,Wineglass Marathon,539180930,2018
James Brennan (M48),3:12:43,96,NA,84 / 7,M45-49,3:12:27,"Pittsford, NY, USA",NA,NA,NA,NA,2:55:28,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Derek Wendel (M21),3:12:32,97,NA,85 / 11,M0-24,3:12:30,"Frederick, MD, USA",NA,NA,NA,NA,3:11:38, ,2018-09-30,Wineglass Marathon,539180930,2018
Daniel Leichliter (M35),3:13:03,98,NA,86 / 15,M35-39,3:12:59,"Laceyville, PA, USA",NA,NA,NA,NA,3:12:59, ,2018-09-30,Wineglass Marathon,539180930,2018
Jon Podeszek (M30),3:13:17,100,NA,87 / 18,M30-34,3:13:14,"Hamburg, NY, USA",NA,NA,NA,NA,3:13:14, ,2018-09-30,Wineglass Marathon,539180930,2018
Walter Silbert (M47),3:13:21,101,NA,88 / 8,M45-49,3:13:17,"Ithaca, NY, USA",NA,NA,NA,NA,2:57:46,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Christophe Cronan (M45),3:13:30,102,NA,89 / 9,M45-49,3:13:20,"Winston Salem, NC, USA",NA,NA,NA,NA,3:00:55,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Tony Machado (M38),3:13:37,103,NA,90 / 16,M35-39,3:13:28,"Ottawa, ON, Canada",NA,NA,NA,NA,3:11:43, ,2018-09-30,Wineglass Marathon,539180930,2018
John Spieth (M48),3:13:55,106,NA,91 / 10,M45-49,3:13:50,"Ann Arbor, MI, USA",NA,NA,NA,NA,2:56:44,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Fares Khater (M45),3:14:18,108,NA,92 / 11,M45-49,3:14:13,"Pikeville, KY, USA",NA,NA,NA,NA,3:01:44,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Ronald Joseph (M35),3:14:36,110,NA,93 / 17,M35-39,3:14:33,"Rockaway Park, NY, USA",NA,NA,NA,NA,3:14:33, ,2018-09-30,Wineglass Marathon,539180930,2018
Kevin Valois (M49),3:14:44,111,NA,94 / 12,M45-49,3:14:36,"Schenectady, NY, USA",NA,NA,NA,NA,2:55:52,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Michael Decaprio (M43),3:14:47,112,NA,95 / 11,M40-44,3:14:37,"Queensbury, NY, USA",NA,NA,NA,NA,3:05:15,BQ,2018-09-30,Wineglass Marathon,539180930,2018
Timothy Ciancione (M53),3:15:01,113,NA,96 / 8,M50-54,3:14:47,"Rochester, NY, USA",NA,NA,NA,NA,2:49:47,BQ,2018-09-30,Wineglass Marathon,539180930,2018
David Patalano (M31),3:15:07,115,NA,97 / 19,M30-34,3:15:03,"Pueblo, CO, USA",NA,NA,NA,NA,3:15:03, ,2018-09-30,Wineglass Marathon,539180930,2018
Brandon Hershey (M36),3:15:16,116,NA,98 / 18,M35-39,3:15:06,"Lancaster, PA, USA",NA,NA,NA,NA,3:14:54, ,2018-09-30,Wineglass Marathon,539180930,2018
Cory Crawford (M39),3:15:31,117,NA,99 / 19,M35-39,3:15:17,"Bethlehem, PA, USA",NA,NA,NA,NA,3:12:09, ,2018-09-30,Wineglass Marathon,539180930,2018
Jeffrey Riley (M44),3:15:42,118,NA,100 / 12,M40-44,3:15:28,"Newfane, VT, USA",NA,NA,NA,NA,3:04:30, ,2018-09-30,Wineglass Marathon,539180930,2018
Tim Chichester (M29),2:20:19,1,NA,1 / 1,M25-29,2:20:19,NA,NA,NA,NA,NA,2:20:19,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Charles Remillard (M24),2:24:54,2,NA,2 / 1,M18-24,2:24:54,NA,NA,NA,NA,NA,2:24:54,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Matt McWilliams (M24),2:30:49,3,NA,3 / 2,M18-24,2:30:49,NA,NA,NA,NA,NA,2:30:49,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Matt Johnson (M24),2:33:28,4,NA,4 / 3,M18-24,2:33:26,NA,NA,NA,NA,NA,2:33:26,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Brian Shrout (M44),2:33:59,5,NA,5 / 1,M40-44,2:33:59,NA,NA,NA,NA,NA,2:25:20,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Connor Rosenblatt (M22),2:34:42,6,NA,6 / 4,M18-24,2:34:42,NA,NA,NA,NA,NA,2:34:38,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Brian Petrocelli (M39),2:40:33,7,NA,7 / 1,M35-39,2:40:33,NA,NA,NA,NA,NA,2:37:59,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Ben Feidner (M34),2:43:29,8,NA,8 / 1,M30-34,2:43:29,NA,NA,NA,NA,NA,2:43:29,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Robert Christie (M44),2:44:01,9,NA,9 / 2,M40-44,2:44:00,NA,NA,NA,NA,NA,2:34:48,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Nick Luden (M35),2:44:52,10,NA,10 / 2,M35-39,2:40:44,NA,NA,NA,NA,NA,2:40:44,BQ,2017-10-01,Wineglass Marathon,539171001,2017
JAMES BRADY (M50),2:46:51,12,NA,11 / 1,M50-54,2:46:51,NA,NA,NA,NA,NA,2:29:27,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Garrett Burger (M28),2:47:18,13,NA,12 / 2,M25-29,2:47:18,NA,NA,NA,NA,NA,2:47:18,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Avanti Peters (M30),2:47:52,14,NA,13 / 2,M30-34,2:47:49,NA,NA,NA,NA,NA,2:47:49,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Kell Giffin (M39),2:48:12,15,NA,14 / 3,M35-39,2:48:12,NA,NA,NA,NA,NA,2:45:30,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Greg Galloway (M35),2:49:09,16,NA,15 / 4,M35-39,2:49:08,NA,NA,NA,NA,NA,2:49:08,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Douglas Taber (M35),2:50:57,18,NA,16 / 5,M35-39,2:50:57,NA,NA,NA,NA,NA,2:50:57,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Jacob Eaton-Hall (M25),2:52:12,19,NA,17 / 3,M25-29,2:52:12,NA,NA,NA,NA,NA,2:52:12,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Joel Nowatchik (M39),2:52:36,20,NA,18 / 6,M35-39,2:52:31,NA,NA,NA,NA,NA,2:49:46,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Andrew Dininny (M31),2:53:07,22,NA,19 / 3,M30-34,2:53:07,NA,NA,NA,NA,NA,2:53:07,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Shawn Spriggs (M38),2:54:39,26,NA,20 / 7,M35-39,2:54:34,NA,NA,NA,NA,NA,2:53:00,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Aaron Nobles (M29),2:56:03,27,NA,21 / 4,M25-29,2:56:01,NA,NA,NA,NA,NA,2:56:01,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Andrew Wells (M34),2:56:11,28,NA,22 / 4,M30-34,2:56:11,NA,NA,NA,NA,NA,2:56:11,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Jonathan Zuck (M48),2:56:15,29,NA,23 / 1,M45-49,2:56:14,NA,NA,NA,NA,NA,2:40:42,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Joseph LaCorte (M24),2:56:16,30,NA,24 / 5,M18-24,2:56:14,NA,NA,NA,NA,NA,2:56:14,BQ,2017-10-01,Wineglass Marathon,539171001,2017
zachary bolton (M32),2:56:18,31,NA,25 / 5,M30-34,2:56:08,NA,NA,NA,NA,NA,2:56:08,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Jim Mylet (M47),2:56:27,32,NA,26 / 2,M45-49,2:56:26,NA,NA,NA,NA,NA,2:42:17,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Paul Bojczuk (M43),2:56:39,33,NA,27 / 3,M40-44,2:56:31,NA,NA,NA,NA,NA,2:48:01,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Casey Swartz (M24),2:56:48,34,NA,28 / 6,M18-24,2:56:48,NA,NA,NA,NA,NA,2:56:48,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Matthew Soroka (M40),2:57:17,36,NA,29 / 4,M40-44,2:57:16,NA,NA,NA,NA,NA,2:53:00,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Jaret Herter (M36),2:57:59,38,NA,30 / 8,M35-39,2:57:51,NA,NA,NA,NA,NA,2:57:40,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Ethan Seltzer (M19),2:58:00,39,NA,31 / 7,M18-24,2:58:00,NA,NA,NA,NA,NA,2:53:38,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Dustin DesRoches (M49),2:58:10,40,NA,32 / 3,M45-49,2:58:09,NA,NA,NA,NA,NA,2:41:01,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Chris Clapp (M48),2:58:53,42,NA,33 / 4,M45-49,2:58:52,NA,NA,NA,NA,NA,2:43:05,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Lon Williams (M47),2:59:36,43,NA,34 / 5,M45-49,2:59:36,NA,NA,NA,NA,NA,2:45:12,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Terry Wyatt (M53),2:59:47,44,NA,35 / 2,M50-54,2:59:39,NA,NA,NA,NA,NA,2:36:36,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Mike Bonarski (M32),3:00:47,45,NA,36 / 6,M30-34,3:00:44,NA,NA,NA,NA,NA,3:00:44,BQ,2017-10-01,Wineglass Marathon,539171001,2017
David Phipps (M53),3:00:54,46,NA,37 / 3,M50-54,3:00:46,NA,NA,NA,NA,NA,2:37:34,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Brian Thiede (M30),3:01:01,47,NA,38 / 7,M30-34,3:00:59,NA,NA,NA,NA,NA,3:00:59,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Victor Wills (M35),3:01:13,48,NA,39 / 9,M35-39,3:01:11,NA,NA,NA,NA,NA,3:01:11,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Kevin Ashton (M38),3:01:44,49,NA,40 / 10,M35-39,3:01:42,NA,NA,NA,NA,NA,3:00:04,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Mark Larson (M47),3:02:00,51,NA,41 / 6,M45-49,3:01:55,NA,NA,NA,NA,NA,2:47:20,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Adam Joplin (M28),3:02:11,52,NA,42 / 5,M25-29,3:01:59,NA,NA,NA,NA,NA,3:01:59,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Jason Lorenc (M43),3:03:14,54,NA,43 / 5,M40-44,3:03:05,NA,NA,NA,NA,NA,2:54:16,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Tim Dwyer (M57),3:03:25,55,NA,44 / 1,M55-59,3:03:16,NA,NA,NA,NA,NA,2:33:52,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Dean Bumbaca (M30),3:03:55,56,NA,45 / 8,M30-34,3:03:51,NA,NA,NA,NA,NA,3:03:51,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Jamie Stroffolino (M32),3:04:02,57,NA,46 / 9,M30-34,3:04:02,NA,NA,NA,NA,NA,3:04:02,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Stephane Moreau (M43),3:04:09,58,NA,47 / 6,M40-44,3:04:06,NA,NA,NA,NA,NA,2:55:15,BQ,2017-10-01,Wineglass Marathon,539171001,2017
John Porter (M39),3:04:39,59,NA,48 / 11,M35-39,3:04:39,NA,NA,NA,NA,NA,3:01:42,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Travis Pietila (M35),3:04:41,60,NA,49 / 12,M35-39,3:04:37,NA,NA,NA,NA,NA,3:04:37,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Edward Sum (M34),3:05:06,62,NA,50 / 10,M30-34,3:05:02,NA,NA,NA,NA,NA,3:05:02, ,2017-10-01,Wineglass Marathon,539171001,2017
Steven Killeen (M37),3:05:32,63,NA,51 / 13,M35-39,3:05:25,NA,NA,NA,NA,NA,3:04:40,BQ,2017-10-01,Wineglass Marathon,539171001,2017
Adam Assiraj (M37),3:06:21,64,NA,52 / 14,M35-39,3:06:07,NA,NA,NA,NA,NA,3:05:22,BQ,2017-10-01,Wineglass Marathon,539171001,2017
