"name_age","match_name","full_name","marathon","year","date","time","time_minutes"
"Simon Stuetzel (M28)","SIMON STUETZEL","SIMON STUETZEL","Houston Marathon",2015,"2015-01-18","2:17:51",137.85
"Jonathan Mott (M27)","JONATHAN MOTT","JONATHAN MOTT","Houston Marathon",2015,"2015-01-18","2:18:12",138.2
"Bennett Grimes (M26)","BENNETT GRIMES","BENNETT GRIMES","Houston Marathon",2015,"2015-01-18","2:18:47",138.783333333333
"Lucas Mcaneney (M28)","LUCAS MCANENEY","LUCAS MCANENEY","Houston Marathon",2015,"2015-01-18","2:20:43",140.716666666667
"Jesse Davis (M33)","JESSE DAVIS","JESSE DAVIS","Houston Marathon",2015,"2015-01-18","2:22:37",142.616666666667
"Steve Chu (M32)","STEVE CHU","STEVE CHU","Houston Marathon",2015,"2015-01-18","2:22:43",142.716666666667
"Calum Neff (M30)","CALUM NEFF","CALUM NEFF","Houston Marathon",2015,"2015-01-18","2:22:59",142.983333333333
"Cesar Martins (M43)","CESAR MARTINS","CESAR MARTINS","Houston Marathon",2015,"2015-01-18","2:23:16",143.266666666667
"Michael Wardian (M40)","MICHAEL WARDIAN","MICHAEL WARDIAN","Houston Marathon",2015,"2015-01-18","2:23:32",143.533333333333
"Gebo Burka (M28)","GEBO BURKA","GEBO BURKA","Houston Marathon",2016,"2016-01-17","2:10:54",130.9
"Girmay Gebru (M28)","GIRMAY BIRHANU GEBRU","GIRMAY GEBRU","Houston Marathon",2016,"2016-01-17","2:11:05",131.083333333333
"Birhanu Gedefa (M31)","BIRHANU GEDEFA","BIRHANU GEDEFA","Houston Marathon",2016,"2016-01-17","2:11:53",131.883333333333
"Yitayal Atanfu (M22)","YITAYAL ATANFU","YITAYAL ATANFU","Houston Marathon",2016,"2016-01-17","2:12:09",132.15
"Artur Kozlowski (M30)","ARTUR KOZLOWSKI","ARTUR KOZLOWSKI","Houston Marathon",2016,"2016-01-17","2:14:11",134.183333333333
"Bazu Worku (M25)","BAZU WORKU","BAZU WORKU","Houston Marathon",2016,"2016-01-17","2:15:08",135.133333333333
"Duncan Kwemboi (M21)","DUNCAN KWEMBOI","DUNCAN KWEMBOI","Houston Marathon",2016,"2016-01-17","2:15:23",135.383333333333
"Daniel Vargas (M31)","DANIEL VARGAS","DANIEL VARGAS","Houston Marathon",2016,"2016-01-17","2:15:54",135.9
"Daverso Ramos Acevedo (M24)","DAVERSO RAMOS ACEVEDO","DAVERSO RAMOS ACEVEDO","Houston Marathon",2016,"2016-01-17","2:15:57",135.95
"Pardon Ndhlovu (M28)","PARDON NDHLOVU","PARDON NDHLOVU","Houston Marathon",2016,"2016-01-17","2:17:32",137.533333333333
"Tyler Jermann (M23)","TYLER JERMANN","TYLER JERMANN","Houston Marathon",2016,"2016-01-17","2:18:35",138.583333333333
"Yezid Alexander Orjuela Soche (M28)","YEZID ALEXANDER ORJUELA SOCHE","YEZID ALEXANDER ORJUELA SOCHE","Houston Marathon",2016,"2016-01-17","2:18:47",138.783333333333
"Cesar Lizano (M33)","CESAR LIZANO","CESAR LIZANO","Houston Marathon",2016,"2016-01-17","2:19:08",139.133333333333
"Fernando Cervantes Caudillo (M25)","FERNANDO CERVANTES CAUDILLO","FERNANDO CERVANTES CAUDILLO","Houston Marathon",2016,"2016-01-17","2:19:35",139.583333333333
"Cañar Gustavo (M28)","CAñAR GUSTAVO","CAñAR GUSTAVO","Houston Marathon",2016,"2016-01-17","2:19:44",139.733333333333
"Chasi Angel (M28)","CHASI ANGEL","CHASI ANGEL","Houston Marathon",2016,"2016-01-17","2:19:47",139.783333333333
"Sage Canaday (M30)","SAGE CANADAY","SAGE CANADAY","Houston Marathon",2016,"2016-01-17","2:20:32",140.533333333333
"Michael Cassidy (M30)","MICHAEL CASSIDY","MICHAEL CASSIDY","Houston Marathon",2016,"2016-01-17","2:21:20",141.333333333333
"Daniel Daly (M30)","DANIEL DALY","DANIEL DALY","Houston Marathon",2016,"2016-01-17","2:21:31",141.516666666667
"Austin Roth (M25)","AUSTIN ROTH","AUSTIN ROTH","Houston Marathon",2016,"2016-01-17","2:21:39",141.65
"Rigoberto Cortes Santiago (M33)","RIGOBERTO CORTES SANTIAGO","RIGOBERTO CORTES SANTIAGO","Houston Marathon",2016,"2016-01-17","2:21:50",141.833333333333
"Calum Neff (M31)","CALUM NEFF","CALUM NEFF","Houston Marathon",2016,"2016-01-17","2:23:19",143.316666666667
"Eraso Antonio (M36)","ERASO ANTONIO","ERASO ANTONIO","Houston Marathon",2016,"2016-01-17","2:23:20",143.333333333333
"Steve Chu (M33)","STEVE CHU","STEVE CHU","Houston Marathon",2016,"2016-01-17","2:23:26",143.433333333333
"Tomas Luna Dominguez (M40)","TOMAS LUNA DOMINGUEZ","TOMAS LUNA DOMINGUEZ","Houston Marathon",2016,"2016-01-17","2:23:37",143.616666666667
"Matt Hensley (M28)","MATT HENSLEY","MATT HENSLEY","Houston Marathon",2016,"2016-01-17","2:23:56",143.933333333333
"Suleman Shifa (M22)","SULEMAN ABRAR SHIFA","SULEMAN SHIFA","Houston Marathon",2016,"2016-01-17","2:41:47",161.783333333333
"Dominic Ondoro (M28)","DOMINIC ONDORO","DOMINIC ONDORO","Houston Marathon",2017,"2017-01-15","2:12:05",132.083333333333
"Yitayal Atanfu Zerihun (M23)","YITAYAL ATANFU","YITAYAL ATANFU ZERIHUN","Houston Marathon",2017,"2017-01-15","2:12:33",132.55
"Abayneh Ayele Woldegiorgis (M29)","ABAYNEH AYELE","ABAYNEH AYELE WOLDEGIORGIS","Houston Marathon",2017,"2017-01-15","2:12:44",132.733333333333
"Elkanah Kibet (M30)","ELKANAH KIBET","ELKANAH KIBET","Houston Marathon",2017,"2017-01-15","2:17:25",137.416666666667
"Tim Young (M29)","TIMOTHY YOUNG","TIM YOUNG","Houston Marathon",2017,"2017-01-15","2:17:29",137.483333333333
"Austin Roth (M26)","AUSTIN ROTH","AUSTIN ROTH","Houston Marathon",2017,"2017-01-15","2:26:00",146
"(Pacer) Calum Neff (M32)","CALUM NEFF","(PACER) CALUM NEFF","Houston Marathon",2017,"2017-01-15","2:43:00",163
"Bazu Worku (M27)","BAZU WORKU","BAZU WORKU","Houston Marathon",2018,"2018-01-14","2:08:30",128.5
"Yitayal Atnafu (M24)","YITAYAL ATANFU","YITAYAL ATNAFU","Houston Marathon",2018,"2018-01-14","2:09:07",129.116666666667
"Elisha Barno (M32)","ELISHA BARNO","ELISHA BARNO","Houston Marathon",2018,"2018-01-14","2:09:32",129.533333333333
"Tyler Jermann (M25)","TYLER JERMANN","TYLER JERMANN","Houston Marathon",2018,"2018-01-14","2:16:39",136.65
"Zachary Hine (M30)","ZACHARY HINE","ZACHARY HINE","Houston Marathon",2018,"2018-01-14","2:18:33",138.55
"Sage Canaday (M32)","SAGE CANADAY","SAGE CANADAY","Houston Marathon",2018,"2018-01-14","2:19:50",139.833333333333
"John Raneri (M26)","JOHN RANERI","JOHN RANERI","Houston Marathon",2018,"2018-01-14","2:24:31",144.516666666667
"Benjamin Zywicki (M29)","BENJAMIN P. ZYWICKI","BENJAMIN ZYWICKI","Houston Marathon",2018,"2018-01-14","2:24:37",144.616666666667
"Albert Korir (M)","ALBERT KORIR","ALBERT KORIR","Houston Marathon",2019,"2019-01-20","2:10:02",130.033333333333
"Yitayal Atnafu (M)","YITAYAL ATANFU","YITAYAL ATNAFU","Houston Marathon",2019,"2019-01-20","2:10:08",130.133333333333
"Elisha Barno (M)","ELISHA BARNO","ELISHA BARNO","Houston Marathon",2019,"2019-01-20","2:10:54",130.9
"Abayneh Ayele (M)","ABAYNEH AYELE","ABAYNEH AYELE","Houston Marathon",2019,"2019-01-20","2:11:30",131.5
"Tyler Jermann (M)","TYLER JERMANN","TYLER JERMANN","Houston Marathon",2019,"2019-01-20","2:13:29",133.483333333333
"Dominic Ondoro (M)","DOMINIC ONDORO","DOMINIC ONDORO","Houston Marathon",2019,"2019-01-20","2:14:51",134.85
"Daniel Vargas (M)","DANIEL VARGAS","DANIEL VARGAS","Houston Marathon",2019,"2019-01-20","2:16:03",136.05
"Pardon Ndhlovu (M)","PARDON NDHLOVU","PARDON NDHLOVU","Houston Marathon",2019,"2019-01-20","2:16:47",136.783333333333
"Travis Morrison (M)","TRAVIS MORRISON","TRAVIS MORRISON","Houston Marathon",2019,"2019-01-20","2:16:48",136.8
"Carlos Trujillo (M)","JUAN CARLOS TRUJILLO","CARLOS TRUJILLO","Houston Marathon",2019,"2019-01-20","2:18:40",138.666666666667
"Cole Atkins (M)","COLE ATKINS","COLE ATKINS","Houston Marathon",2019,"2019-01-20","2:18:44",138.733333333333
"Yezid Orjuela Soche (M)","YEZID ALEXANDER ORJUELA SOCHE","YEZID ORJUELA SOCHE","Houston Marathon",2019,"2019-01-20","2:28:25",148.416666666667
"Jesse Davis (M)","JESSE DAVIS","JESSE DAVIS","Indianapolis Mon Marathon",2015,"2015-11-07","2:18:00",138
"Bryant Jensen (M)","BRYANT JENSEN","BRYANT JENSEN","Indianapolis Mon Marathon",2015,"2015-11-07","2:20:49",140.816666666667
"Jonathan Gries (M)","JONATHAN GRIES","JONATHAN GRIES","Indianapolis Mon Marathon",2015,"2015-11-07","2:22:26",142.433333333333
"Japhet Kipkoech (M)","JAPHET KIPKOECH","JAPHET KIPKOECH","Indianapolis Mon Marathon",2016,"2016-11-05","2:18:30",138.5
"Nick Waninger (M)","NICK WANINGER","NICK WANINGER","Indianapolis Mon Marathon",2016,"2016-11-05","2:19:16",139.266666666667
"Nick Edinger (M)","NICK EDINGER","NICK EDINGER","Indianapolis Mon Marathon",2016,"2016-11-05","2:20:32",140.533333333333
"Michael Crouch (M)","MICHAEL CROUCH","MICHAEL CROUCH","Indianapolis Mon Marathon",2016,"2016-11-05","2:21:29",141.483333333333
"Madison Roeder (M)","MADISON ROEDER","MADISON ROEDER","Indianapolis Mon Marathon",2016,"2016-11-05","2:22:14",142.233333333333
"Jesse Davis (M)","JESSE DAVIS","JESSE DAVIS","Indianapolis Mon Marathon",2016,"2016-11-05","2:26:03",146.05
"Japhet Kipkoech (M27)","JAPHET KIPKOECH","JAPHET KIPKOECH","Indianapolis Mon Marathon",2017,"2017-11-04","2:18:34",138.566666666667
"Bryant Jensen (M34)","BRYANT JENSEN","BRYANT JENSEN","Indianapolis Mon Marathon",2017,"2017-11-04","2:18:46",138.766666666667
"Michael Eaton (M30)","MICHAEL EATON","MICHAEL EATON","Indianapolis Mon Marathon",2017,"2017-11-04","2:19:17",139.283333333333
"Charlie Hurt (M34)","CHARLIE HURT","CHARLIE HURT","Indianapolis Mon Marathon",2017,"2017-11-04","2:21:46",141.766666666667
"Andy Williams (M)","ANDY WILLIAMS","ANDY WILLIAMS","Indianapolis Mon Marathon",2018,"2018-11-03","2:24:19",144.316666666667
"Patrick Geoghegan (M)","PATRICK GEOGHEGAN","PATRICK GEOGHEGAN","Indianapolis Mon Marathon",2019,"2019-11-09","2:18:35",138.583333333333
"Joseph Elsakr (M)","JOSEPH ELSAKR","JOSEPH ELSAKR","Indianapolis Mon Marathon",2019,"2019-11-09","2:18:57",138.95
"Michael Crouch (M)","MICHAEL CROUCH","MICHAEL CROUCH","Indianapolis Mon Marathon",2019,"2019-11-09","2:19:29",139.483333333333
"Jesse Davis (M)","JESSE DAVIS","JESSE DAVIS","Indianapolis Mon Marathon",2019,"2019-11-09","2:24:15",144.25
"Jonathan Mott (M)","JONATHAN MOTT","JONATHAN MOTT","Indianapolis Mon Marathon",2019,"2019-11-09","2:29:49",149.816666666667
"DANIEL KIPROP LIMO (M31)","DANIEL KIPROP LIMO","DANIEL KIPROP LIMO","LA Marathon",2015,"2015-03-15","2:10:36",130.6
"LANI RUTTO (M25)","LANI RUTTO","LANI RUTTO","LA Marathon",2015,"2015-03-15","2:12:43",132.716666666667
"JARED WARD (M26)","JARED WARD","JARED WARD","LA Marathon",2015,"2015-03-15","2:12:56",132.933333333333
"EDWIN KIBET KOECH (M27)","EDWIN KIBET KOECH","EDWIN KIBET KOECH","LA Marathon",2015,"2015-03-15","2:13:36",133.6
"DAVID KEMBOI KIYENG (M31)","DAVID KEMBOI KIYENG","DAVID KEMBOI KIYENG","LA Marathon",2015,"2015-03-15","2:15:34",135.566666666667
"MATT LLANO (M26)","MATT LLANO","MATT LLANO","LA Marathon",2015,"2015-03-15","2:16:13",136.216666666667
"MIKE MORGAN (M35)","MIKE MORGAN","MIKE MORGAN","LA Marathon",2015,"2015-03-15","2:16:56",136.933333333333
"DANIEL TAPIA (M28)","DANIEL TAPIA","DANIEL TAPIA","LA Marathon",2015,"2015-03-15","2:17:14",137.233333333333
"MAX KING (M35)","MAX KING","MAX KING","LA Marathon",2015,"2015-03-15","2:17:32",137.533333333333
"STEPHAN SHAY (M29)","STEPHAN SHAY","STEPHAN SHAY","LA Marathon",2015,"2015-03-15","2:18:08",138.133333333333
"SCOTT SMITH (M28)","SCOTT SMITH","SCOTT SMITH","LA Marathon",2015,"2015-03-15","2:19:40",139.666666666667
"SAGE CANADAY (M29)","SAGE CANADAY","SAGE CANADAY","LA Marathon",2015,"2015-03-15","2:20:02",140.033333333333
"PATRICK RIZZO (M31)","PATRICK RIZZO","PATRICK RIZZO","LA Marathon",2015,"2015-03-15","2:21:54",141.9
"JUAN CARLOS TRUJILLO (M29)","JUAN CARLOS TRUJILLO","JUAN CARLOS TRUJILLO","LA Marathon",2015,"2015-03-15","2:22:01",142.016666666667
"MATT HENSLEY (M27)","MATT HENSLEY","MATT HENSLEY","LA Marathon",2015,"2015-03-15","2:22:20",142.333333333333
"JONATHAN VARELA-OBANDO (M35)","JONATHAN VARELA-OBANDO","JONATHAN VARELA-OBANDO","LA Marathon",2015,"2015-03-15","2:23:23",143.383333333333
"MATTHEW WILLIAMS (M28)","MATTHEW WILLIAMS","MATTHEW WILLIAMS","LA Marathon",2015,"2015-03-15","2:23:43",143.716666666667
"RAMIRO GUILLEN (M32)","RAMIRO GUILLEN","RAMIRO GUILLEN","LA Marathon",2015,"2015-03-15","2:25:33",145.55
"SCOTT BAUHS (M28)","SCOTT BAUHS","SCOTT BAUHS","LA Marathon",2015,"2015-03-15","2:32:35",152.583333333333
"WELDON KIRUI (M27)","WELDON KIRUI","WELDON KIRUI","LA Marathon",2016,"2016-02-14","2:13:06",133.1
"WILLY KOITILE (M29)","WILLY KOITILE","WILLY KOITILE","LA Marathon",2016,"2016-02-14","2:13:24",133.4
"DANIEL LIMO (M32)","DANIEL KIPROP LIMO","DANIEL LIMO","LA Marathon",2016,"2016-02-14","2:13:52",133.866666666667
"JACOB CHEMTAI (M29)","JACOB CHEMTAI","JACOB CHEMTAI","LA Marathon",2016,"2016-02-14","2:14:21",134.35
"ALEX CHESAKIT (M35)","ALEX CHESAKIT","ALEX CHESAKIT","LA Marathon",2016,"2016-02-14","2:14:25",134.416666666667
"IHOR RUSS (M27)","IHOR RUSS","IHOR RUSS","LA Marathon",2016,"2016-02-14","2:16:42",136.7
"JOSE MADERA (M24)","JOSE MADERA","JOSE MADERA","LA Marathon",2016,"2016-02-14","2:17:26",137.433333333333
"KARIM EL MABCHOUR (M33)","KARIM EL MABCHOUR","KARIM EL MABCHOUR","LA Marathon",2016,"2016-02-14","2:17:58",137.966666666667
"JOVANNY GODINEZ RODRIGUEZ (M24)","JOVANNY GODINEZ RODRIGUEZ","JOVANNY GODINEZ RODRIGUEZ","LA Marathon",2016,"2016-02-14","2:18:53",138.883333333333
"DANIEL KIPRUGUT (M37)","DANIEL KIPRUGUT","DANIEL KIPRUGUT","LA Marathon",2016,"2016-02-14","2:20:40",140.666666666667
"CALUM NEFF (M31)","CALUM NEFF","CALUM NEFF","LA Marathon",2016,"2016-02-14","2:27:45",147.75
"ELISHA BARNO (M31)","ELISHA BARNO","ELISHA BARNO","LA Marathon",2017,"2017-03-19","2:11:52",131.866666666667
"DANIEL LIMO (M33)","DANIEL KIPROP LIMO","DANIEL LIMO","LA Marathon",2017,"2017-03-19","2:12:16",132.266666666667
"WILLY KOITILE (M30)","WILLY KOITILE","WILLY KOITILE","LA Marathon",2017,"2017-03-19","2:12:47",132.783333333333
"WELDON KIRUI (M28)","WELDON KIRUI","WELDON KIRUI","LA Marathon",2017,"2017-03-19","2:13:24",133.4
"WILLY CANCHANYA (M25)","WILY CANCHANYA","WILLY CANCHANYA","LA Marathon",2017,"2017-03-19","2:14:53",134.883333333333
"JOSE MADERA (M25)","JOSE MADERA","JOSE MADERA","LA Marathon",2017,"2017-03-19","2:25:58",145.966666666667
"WELDON KIRUI (M29)","WELDON KIRUI","WELDON KIRUI","LA Marathon",2018,"2018-03-18","2:11:47",131.783333333333
"ELISHA BARNO (M32)","ELISHA BARNO","ELISHA BARNO","LA Marathon",2018,"2018-03-18","2:12:47",132.783333333333
"IHOR RUSS (M29)","IHOR RUSS","IHOR RUSS","LA Marathon",2018,"2018-03-18","2:15:51",135.85
"DANIEL LIMO (M34)","DANIEL KIPROP LIMO","DANIEL LIMO","LA Marathon",2018,"2018-03-18","2:17:03",137.05
"ELISHA BARNO (M33)","ELISHA BARNO","ELISHA BARNO","LA Marathon",2019,"2019-03-24","2:11:47",131.783333333333
"JUAN LUIS BARRIOS (M35)","JUAN LUIS BARRIOS","JUAN LUIS BARRIOS","LA Marathon",2019,"2019-03-24","2:12:01",132.016666666667
"WELDON KIRUI (M30)","WELDON KIRUI","WELDON KIRUI","LA Marathon",2019,"2019-03-24","2:13:25",133.416666666667
"JAPHET KIPKOECH (M28)","JAPHET KIPKOECH","JAPHET KIPKOECH","LA Marathon",2019,"2019-03-24","2:25:02",145.033333333333
"Samuel Kosgei (M32)","SAMUEL KOSGEI","SAMUEL KOSGEI","Marine Corps Marathon",2016,"2016-10-30","2:23:53",143.883333333333
"Michael Wardian (M42)","MICHAEL WARDIAN","MICHAEL WARDIAN","Marine Corps Marathon",2016,"2016-10-30","2:34:29",154.483333333333
"Kieran O'Connor (M30)","KIERAN O'CONNOR","KIERAN O'CONNOR","Marine Corps Marathon",2017,"2017-10-22","2:28:07",148.116666666667
"Michael Wardian (M43)","MICHAEL WARDIAN","MICHAEL WARDIAN","Marine Corps Marathon",2017,"2017-10-22","2:54:08",174.133333333333
"Michael Wardian (M44)","MICHAEL WARDIAN","MICHAEL WARDIAN","Marine Corps Marathon",2018,"2018-10-28","2:35:49",155.816666666667
"Galen Rupp (M)","GALEN RUPP","GALEN RUPP","Men's Olympic Trials Marathon",2016,"2016-02-13","2:11:12",131.2
"Meb Keflezighi (M)","MEB KEFLEZIGHI","MEB KEFLEZIGHI","Men's Olympic Trials Marathon",2016,"2016-02-13","2:12:20",132.333333333333
"Jared Ward (M)","JARED WARD","JARED WARD","Men's Olympic Trials Marathon",2016,"2016-02-13","2:13:00",133
"Luke Puskedra (M)","LUKE PUSKEDRA","LUKE PUSKEDRA","Men's Olympic Trials Marathon",2016,"2016-02-13","2:14:12",134.2
"Tyler Pennel (M)","TYLER PENNEL","TYLER PENNEL","Men's Olympic Trials Marathon",2016,"2016-02-13","2:14:57",134.95
"Matthew Llano (M)","MATT LLANO","MATTHEW LLANO","Men's Olympic Trials Marathon",2016,"2016-02-13","2:15:16",135.266666666667
"Shadrack Biwott (M)","SHADRACK BIWOTT","SHADRACK BIWOTT","Men's Olympic Trials Marathon",2016,"2016-02-13","2:15:23",135.383333333333
"Patrick Smyth (M)","PATRICK SMYTH","PATRICK SMYTH","Men's Olympic Trials Marathon",2016,"2016-02-13","2:15:26",135.433333333333
"Sean Quigley (M)","SEAN QUIGLEY","SEAN QUIGLEY","Men's Olympic Trials Marathon",2016,"2016-02-13","2:15:52",135.866666666667
"Nick Arciniaga (M)","NICK ARCINIAGA","NICK ARCINIAGA","Men's Olympic Trials Marathon",2016,"2016-02-13","2:16:25",136.416666666667
"Timothy Young (M)","TIMOTHY YOUNG","TIMOTHY YOUNG","Men's Olympic Trials Marathon",2016,"2016-02-13","2:17:09",137.15
"Max King (M)","MAX KING","MAX KING","Men's Olympic Trials Marathon",2016,"2016-02-13","2:17:14",137.233333333333
"Jeffrey Eggleston (M)","JEFFREY EGGLESTON","JEFFREY EGGLESTON","Men's Olympic Trials Marathon",2016,"2016-02-13","2:17:19",137.316666666667
"Scott Smith (M)","SCOTT SMITH","SCOTT SMITH","Men's Olympic Trials Marathon",2016,"2016-02-13","2:17:33",137.55
"Jacob Riley (M)","JACOB RILEY","JACOB RILEY","Men's Olympic Trials Marathon",2016,"2016-02-13","2:18:31",138.516666666667
"Augustus Maiyo (M)","AUGUSTUS MAIYO","AUGUSTUS MAIYO","Men's Olympic Trials Marathon",2016,"2016-02-13","2:18:33",138.55
"Benjamin Payne (M)","BENJAMIN PAYNE","BENJAMIN PAYNE","Men's Olympic Trials Marathon",2016,"2016-02-13","2:18:37",138.616666666667
"Malcolm Richards (M)","MALCOLM RICHARDS","MALCOLM RICHARDS","Men's Olympic Trials Marathon",2016,"2016-02-13","2:18:40",138.666666666667
"Elkanah Kibet (M)","ELKANAH KIBET","ELKANAH KIBET","Men's Olympic Trials Marathon",2016,"2016-02-13","2:20:10",140.166666666667
"Brendan Martin (M)","BRENDAN MARTIN","BRENDAN MARTIN","Men's Olympic Trials Marathon",2016,"2016-02-13","2:20:41",140.683333333333
"Ethan Shaw (M)","ETHAN SHAW","ETHAN SHAW","Men's Olympic Trials Marathon",2016,"2016-02-13","2:20:56",140.933333333333
"Mike Morgan (M)","MIKE MORGAN","MIKE MORGAN","Men's Olympic Trials Marathon",2016,"2016-02-13","2:20:59",140.983333333333
"Nathan Martin (M)","NATHAN MARTIN","NATHAN MARTIN","Men's Olympic Trials Marathon",2016,"2016-02-13","2:21:27",141.45
"Kieran O'Connor (M)","KIERAN O'CONNOR","KIERAN O'CONNOR","Men's Olympic Trials Marathon",2016,"2016-02-13","2:21:36",141.6
"Timothy Ritchie (M)","TIMOTHY RITCHIE","TIMOTHY RITCHIE","Men's Olympic Trials Marathon",2016,"2016-02-13","2:22:15",142.25
"Dustin Emerick (M)","DUSTIN EMERICK","DUSTIN EMERICK","Men's Olympic Trials Marathon",2016,"2016-02-13","2:22:18",142.3
"Andrew Epperson (M)","ANDREW EPPERSON","ANDREW EPPERSON","Men's Olympic Trials Marathon",2016,"2016-02-13","2:22:20",142.333333333333
"Daniel Tapia (M)","DANIEL TAPIA","DANIEL TAPIA","Men's Olympic Trials Marathon",2016,"2016-02-13","2:22:30",142.5
"Craig Leon (M)","CRAIG LEON","CRAIG LEON","Men's Olympic Trials Marathon",2016,"2016-02-13","2:22:47",142.783333333333
"Christopher Zablocki (M)","CHRISTOPHER ZABLOCKI","CHRISTOPHER ZABLOCKI","Men's Olympic Trials Marathon",2016,"2016-02-13","2:22:59",142.983333333333
"Scott Bauhs (M)","SCOTT BAUHS","SCOTT BAUHS","Men's Olympic Trials Marathon",2016,"2016-02-13","2:23:03",143.05
"Brian Harvey (M)","BRIAN HARVEY","BRIAN HARVEY","Men's Olympic Trials Marathon",2016,"2016-02-13","2:23:17",143.283333333333
"Patrick Reagan (M)","PATRICK REAGAN","PATRICK REAGAN","Men's Olympic Trials Marathon",2016,"2016-02-13","2:23:30",143.5
"Stephan Shay (M)","STEPHAN SHAY","STEPHAN SHAY","Men's Olympic Trials Marathon",2016,"2016-02-13","2:23:46",143.766666666667
"Tyler Jermann (M)","TYLER JERMANN","TYLER JERMANN","Men's Olympic Trials Marathon",2016,"2016-02-13","2:24:15",144.25
"Chris Chavez (M)","CHRIS CHAVEZ","CHRIS CHAVEZ","Men's Olympic Trials Marathon",2016,"2016-02-13","2:26:10",146.166666666667
"Samuel Morse (M)","SAM MORSE","SAMUEL MORSE","Men's Olympic Trials Marathon",2016,"2016-02-13","2:26:49",146.816666666667
"Jonathan Mott (M)","JONATHAN MOTT","JONATHAN MOTT","Men's Olympic Trials Marathon",2016,"2016-02-13","2:27:03",147.05
"John Raneri (M)","JOHN RANERI","JOHN RANERI","Men's Olympic Trials Marathon",2016,"2016-02-13","2:27:26",147.433333333333
"Matthew Fecht (M)","MATTHEW FECHT","MATTHEW FECHT","Men's Olympic Trials Marathon",2016,"2016-02-13","2:27:28",147.466666666667
"Fernando Cabada (M)","FERNANDO CABADA","FERNANDO CABADA","Men's Olympic Trials Marathon",2016,"2016-02-13","2:27:53",147.883333333333
"Benjamin Zywicki (M)","BENJAMIN P. ZYWICKI","BENJAMIN ZYWICKI","Men's Olympic Trials Marathon",2016,"2016-02-13","2:28:01",148.016666666667
"Zachary Ripley (M)","ZACH RIPLEY","ZACHARY RIPLEY","Men's Olympic Trials Marathon",2016,"2016-02-13","2:28:01",148.016666666667
"Brandon Mull (M)","BRANDON MULL","BRANDON MULL","Men's Olympic Trials Marathon",2016,"2016-02-13","2:28:20",148.333333333333
"Mohamed Hrezi (M)","MOHAMED HREZI","MOHAMED HREZI","Men's Olympic Trials Marathon",2016,"2016-02-13","2:28:24",148.4
"Jesse Davis (M)","JESSE DAVIS","JESSE DAVIS","Men's Olympic Trials Marathon",2016,"2016-02-13","2:29:39",149.65
"Patrick Rizzo (M)","PATRICK RIZZO","PATRICK RIZZO","Men's Olympic Trials Marathon",2016,"2016-02-13","2:30:43",150.716666666667
"Brandon York (M)","BRANDON YORK","BRANDON YORK","Men's Olympic Trials Marathon",2016,"2016-02-13","2:31:02",151.033333333333
"Alan Peterson (M)","ALAN PETERSON","ALAN PETERSON","Men's Olympic Trials Marathon",2016,"2016-02-13","2:33:31",153.516666666667
"Tyler Andrews (M)","TYLER ANDREWS","TYLER ANDREWS","Men's Olympic Trials Marathon",2016,"2016-02-13","2:33:40",153.666666666667
"Christopher Lemon (M)","CHRIS LEMON","CHRISTOPHER LEMON","Men's Olympic Trials Marathon",2016,"2016-02-13","2:35:05",155.083333333333
"Tim Chichester (M)","TIMOTHY CHICHESTER","TIM CHICHESTER","Men's Olympic Trials Marathon",2016,"2016-02-13","2:36:46",156.766666666667
"STANLEY BIWOTT (M29)","STANLEY BIWOTT","STANLEY BIWOTT","New York City Marathon",2015,"2015-11-01","2:10:34",130.566666666667
"GEOFFERY KAMWOROR (M22)","GEOFFERY KAMWOROR","GEOFFERY KAMWOROR","New York City Marathon",2015,"2015-11-01","2:10:48",130.8
"LELISA DESISA (M25)","LELISA DESISA","LELISA DESISA","New York City Marathon",2015,"2015-11-01","2:12:10",132.166666666667
"WILSON KIPSANG (M33)","WILSON KIPSANG","WILSON KIPSANG","New York City Marathon",2015,"2015-11-01","2:12:45",132.75
"YEMANE TSEGAY (M30)","YEMANE ADHANE TSEGAY","YEMANE TSEGAY","New York City Marathon",2015,"2015-11-01","2:13:24",133.4
"YUKI KAWAUCHI (M28)","YUKI KAWAUCHI","YUKI KAWAUCHI","New York City Marathon",2015,"2015-11-01","2:13:29",133.483333333333
"MEB KEFLEZIGHI (M40)","MEB KEFLEZIGHI","MEB KEFLEZIGHI","New York City Marathon",2015,"2015-11-01","2:13:32",133.533333333333
"CRAIG LEON (M30)","CRAIG LEON","CRAIG LEON","New York City Marathon",2015,"2015-11-01","2:15:16",135.266666666667
"BIRHANU DARE KEMAL (M29)","BIRHANU DARE KEMAL","BIRHANU DARE KEMAL","New York City Marathon",2015,"2015-11-01","2:15:40",135.666666666667
"KEVIN CHELIMO (M32)","KEVIN CHELIMO","KEVIN CHELIMO","New York City Marathon",2015,"2015-11-01","2:15:49",135.816666666667
"ANDREA LALLI (M28)","ANDREA LALLI","ANDREA LALLI","New York City Marathon",2015,"2015-11-01","2:17:12",137.2
"JUAN LUIS BARRIOS (M32)","JUAN LUIS BARRIOS","JUAN LUIS BARRIOS","New York City Marathon",2015,"2015-11-01","2:18:06",138.1
